Event ID,Player,Teams,Maps,Rounds,K-D Diff,K/D,Rating2.0,Rating1.0
4443,speed4k,DreamEaters,4,98,-26,0.63,0.74,
4443,GeT_RiGhT,Ninjas in Pyjamas,4,98,-23,0.69,0.74,
4443,kinqie,DreamEaters,4,98,-24,0.66,0.73,
4443,Forester,DreamEaters,4,98,-22,0.72,0.73,
4443,Golden,Ninjas in Pyjamas,4,98,-24,0.69,0.73,
4443,zews,MIBR,5,119,-46,0.5,0.59,
4443,f0rest,Ninjas in Pyjamas,4,98,-39,0.49,0.54,
3883,device,Astralis,11,265,74,1.52,1.32,
3883,s1mple,Natus Vincere,11,305,76,1.44,1.29,
3883,Xyp9x,Astralis,11,265,73,1.57,1.29,
3883,Magisk,Astralis,11,265,61,1.42,1.28,
3883,coldzera,MIBR,9,227,45,1.31,1.26,
3883,dupreeh,Astralis,11,265,43,1.27,1.24,
3883,stanislaw,Complexity,7,204,26,1.19,1.2,
3883,fer,MIBR,9,227,30,1.21,1.2,
3883,flamie,Natus Vincere,11,305,36,1.19,1.2,
3883,Brehze,NRG,4,135,14,1.15,1.19,
3883,flusha,Cloud9,7,172,11,1.09,1.19,
3883,autimatic,Cloud9,7,172,27,1.26,1.19,
3883,nex,BIG,5,133,17,1.2,1.17,
3883,NiKo,FaZe,10,267,23,1.13,1.15,
3883,REZ,Ninjas in Pyjamas,10,250,24,1.15,1.14,
3883,apEX,Vitality,9,250,16,1.09,1.14,
3883,ZywOo,Vitality,9,250,16,1.09,1.14,
3883,Jame,AVANGAR,7,186,21,1.2,1.13,
3883,electroNic,Natus Vincere,11,305,21,1.11,1.13,
3883,Twistzz,Liquid,6,174,18,1.17,1.13,
3883,jks,Renegades,10,264,26,1.16,1.11,
3883,woxic,HellRaisers,5,121,1,1.01,1.09,
3883,nitr0,Liquid,6,174,10,1.1,1.08,
3883,EliGE,Liquid,6,174,0,1.0,1.07,
3883,xseveN,ENCE,16,435,0,1.0,1.06,
3883,Ethan,NRG,4,135,-1,0.99,1.06,
3883,Lekr0,Ninjas in Pyjamas,10,250,3,1.02,1.06,
3883,Edward,Natus Vincere,11,305,20,1.11,1.06,
3883,gla1ve,Astralis,11,265,9,1.06,1.05,
3883,jkaem,Renegades,10,264,-2,0.99,1.05,
3883,rain,FaZe,10,267,-8,0.96,1.05,
3883,f0rest,Ninjas in Pyjamas,10,250,13,1.08,1.05,
3883,kioShiMa,Cloud9,7,172,5,1.05,1.04,
3883,Stewie2K,Liquid,6,174,-6,0.95,1.04,
3883,GuardiaN,FaZe,10,267,19,1.12,1.03,
3883,Qikert,AVANGAR,7,186,-11,0.92,1.03,
3883,AdreN,FaZe,10,267,12,1.08,1.02,
3883,allu,ENCE,16,435,9,1.03,1.01,
3883,tabseN,BIG,5,133,-10,0.9,1.01,
3883,Aerial,ENCE,16,435,-16,0.95,1.01,
3883,sergej,ENCE,16,435,-24,0.92,1.01,
3883,ShahZaM,Complexity,7,204,-5,0.96,1.01,
3883,FalleN,MIBR,9,227,0,1.0,1.01,
3883,NAF,Liquid,6,174,-4,0.96,1.0,
3883,ISSAA,HellRaisers,5,121,-4,0.95,1.0,
3883,XANTARES,BIG,5,133,-10,0.9,1.0,
3883,RUSH,Cloud9,7,172,-7,0.94,0.98,
3883,Aleksib,ENCE,16,435,-20,0.93,0.98,
3883,kennyS,G2,5,142,-8,0.92,0.97,
3883,felps,MIBR,9,227,-18,0.88,0.96,
3883,FugLy,NRG,4,135,-15,0.84,0.96,
3883,tiziaN,BIG,5,133,-6,0.93,0.96,
3883,TACO,MIBR,9,227,-10,0.93,0.95,
3883,buster,AVANGAR,7,186,-3,0.98,0.95,
3883,Lucky,G2,5,142,-3,0.97,0.95,
3883,Rickeh,Complexity,7,204,-19,0.86,0.94,
3883,Gratisfaction,Renegades,10,264,-13,0.93,0.94,
3883,Zeus,Natus Vincere,11,305,-21,0.89,0.94,
3883,n0thing,Complexity,7,204,-10,0.92,0.94,
3883,JACKZ,G2,5,142,-15,0.86,0.93,
3883,dephh,Complexity,7,204,-11,0.92,0.92,
3883,RpK,Vitality,9,250,-19,0.88,0.92,
3883,CeRq,NRG,4,135,-10,0.89,0.91,
3883,olofmeister,FaZe,10,267,-14,0.91,0.91,
3883,gob b,BIG,5,133,-15,0.83,0.91,
3883,GeT_RiGhT,Ninjas in Pyjamas,10,250,-28,0.84,0.91,
3883,AZR,Renegades,10,264,-28,0.85,0.91,
3883,bodyy,G2,5,142,-23,0.78,0.9,
3883,NBK-,Vitality,9,250,-43,0.76,0.88,
3883,dennis,Ninjas in Pyjamas,10,250,-32,0.82,0.88,
3883,Liazz,Renegades,10,264,-43,0.75,0.87,
3883,ALEX,Vitality,9,250,-32,0.82,0.86,
3883,Zellsis,Cloud9,7,172,-25,0.78,0.86,
3883,shox,G2,5,142,-31,0.73,0.85,
3883,KrizzeN,AVANGAR,7,186,-27,0.79,0.85,
3883,daps,NRG,4,135,-22,0.78,0.85,
3883,fitch,AVANGAR,7,186,-37,0.73,0.81,
3883,HObbit,HellRaisers,5,121,-26,0.72,0.8,
3883,DeadFox,HellRaisers,5,121,-38,0.57,0.71,
3883,ANGE1,HellRaisers,5,121,-45,0.55,0.63,
3564,electroNic,Natus Vincere,10,239,63,1.44,1.36,
3564,s1mple,Natus Vincere,10,239,60,1.45,1.34,
3564,device,Astralis,10,252,58,1.42,1.26,
3564,Magisk,Astralis,10,252,27,1.18,1.25,
3564,olofmeister,FaZe,8,216,28,1.2,1.25,
3564,dupreeh,Astralis,10,252,41,1.28,1.24,
3564,smooya,BIG,6,133,28,1.32,1.24,
3564,NAF,Liquid,8,206,28,1.21,1.24,
3564,NiKo,FaZe,8,216,32,1.23,1.19,
3564,Twistzz,Liquid,8,206,40,1.35,1.19,
3564,flamie,Natus Vincere,10,239,41,1.3,1.18,
3564,coldzera,MIBR,11,269,40,1.25,1.18,
3564,EliGE,Liquid,8,206,20,1.14,1.17,
3564,FalleN,MIBR,11,269,37,1.24,1.17,
3564,woxic,HellRaisers,10,283,42,1.24,1.16,
3564,Xyp9x,Astralis,10,252,29,1.2,1.16,
3564,gla1ve,Astralis,10,252,26,1.18,1.15,
3564,stanislaw,Complexity,5,119,10,1.13,1.15,
3564,shox,G2,6,195,21,1.16,1.15,
3564,ISSAA,HellRaisers,10,283,32,1.16,1.14,
3564,KRIMZ,fnatic,7,177,7,1.05,1.14,
3564,suNny,MOUZ,3,74,2,1.04,1.13,
3564,autimatic,Cloud9,4,131,7,1.08,1.12,
3564,tabseN,BIG,6,133,3,1.03,1.09,
3564,GeT_RiGhT,Ninjas in Pyjamas,7,190,10,1.08,1.09,
3564,kennyS,G2,6,195,11,1.08,1.09,
3564,f0rest,Ninjas in Pyjamas,7,190,13,1.1,1.09,
3564,fer,MIBR,11,269,-10,0.94,1.07,
3564,bondik,HellRaisers,10,283,12,1.07,1.07,
3564,tarik,MIBR,11,269,-2,0.99,1.07,
3564,GuardiaN,FaZe,8,216,12,1.09,1.07,
3564,nitr0,Liquid,8,206,6,1.05,1.05,
3564,BnTeT,TYLOO,4,98,3,1.04,1.05,
3564,Edward,Natus Vincere,10,239,5,1.03,1.04,
3564,nex,BIG,6,133,-4,0.96,1.04,
3564,ShahZaM,Complexity,5,119,6,1.08,1.04,
3564,tonyblack,Vega Squadron,4,97,-2,0.97,1.04,
3564,rain,FaZe,8,216,-15,0.9,1.04,
3564,ANDROID,Complexity,5,119,12,1.17,1.03,
3564,Skadoodle,Cloud9,4,131,3,1.04,1.02,
3564,yay,Complexity,5,119,-2,0.98,1.01,
3564,Kvik,Winstrike,3,81,-7,0.89,1.0,
3564,dephh,Complexity,5,119,-16,0.82,0.98,
3564,jR,Vega Squadron,4,97,1,1.02,0.98,
3564,STYKO,Cloud9,4,131,-5,0.95,0.98,
3564,DD,TYLOO,4,98,-16,0.8,0.97,
3564,Stewie2K,MIBR,11,269,-17,0.91,0.97,
3564,xccurate,TYLOO,4,98,-1,0.99,0.96,
3564,draken,fnatic,7,177,-7,0.95,0.96,
3564,JW,fnatic,7,177,-15,0.88,0.96,
3564,Zeus,Natus Vincere,10,239,-10,0.93,0.95,
3564,Golden,Cloud9,4,131,-13,0.86,0.95,
3564,jmqa,Winstrike,3,81,-12,0.81,0.94,
3564,RUSH,Cloud9,4,131,-28,0.73,0.94,
3564,chrisJ,MOUZ,3,74,-6,0.89,0.93,
3564,karrigan,FaZe,8,216,-15,0.9,0.93,
3564,tiziaN,BIG,6,133,-12,0.86,0.93,
3564,bodyy,G2,6,195,-15,0.89,0.93,
3564,gob b,BIG,6,133,-10,0.89,0.92,
3564,Boombl4,Winstrike,3,81,-13,0.79,0.91,
3564,DeadFox,HellRaisers,10,283,-31,0.83,0.89,
3564,REZ,Ninjas in Pyjamas,7,190,-29,0.79,0.89,
3564,chopper,Vega Squadron,4,97,-12,0.83,0.88,
3564,dennis,Ninjas in Pyjamas,7,190,-27,0.8,0.87,
3564,oskar,MOUZ,3,74,-9,0.83,0.87,
3564,ANGE1,HellRaisers,10,283,-59,0.72,0.87,
3564,Xizt,fnatic,7,177,-37,0.71,0.86,
3564,Lekr0,Ninjas in Pyjamas,7,190,-21,0.83,0.85,
3564,crush,Vega Squadron,4,97,-11,0.84,0.85,
3564,TACO,Liquid,8,206,-39,0.73,0.84,
3564,ropz,MOUZ,3,74,-9,0.83,0.84,
3564,SmithZz,G2,6,195,-42,0.71,0.83,
3564,flusha,fnatic,7,177,-47,0.65,0.82,
3564,balblna,Winstrike,3,81,-22,0.65,0.82,
3564,waterfaLLZ,Winstrike,3,81,-19,0.7,0.81,
3564,hutji,Vega Squadron,4,97,-18,0.75,0.81,
3564,Ex6TenZ,G2,6,195,-47,0.67,0.78,
3564,Snax,MOUZ,3,74,-21,0.63,0.69,
3564,somebody,TYLOO,4,98,-35,0.56,0.67,
3564,captainMo,TYLOO,4,98,-41,0.51,0.65,
3247,flamie,Natus Vincere,8,177,48,1.41,1.39,
3247,KRIMZ,fnatic,8,210,54,1.41,1.29,
3247,Dosia,Gambit,5,129,22,1.27,1.25,
3247,NiKo,FaZe,10,276,50,1.3,1.25,
3247,GuardiaN,FaZe,10,276,61,1.39,1.24,
3247,oskar,MOUZ,7,184,34,1.31,1.23,
3247,s1mple,Natus Vincere,8,177,34,1.31,1.23,
3247,tarik,Cloud9,13,330,42,1.19,1.22,
3247,olofmeister,FaZe,10,276,36,1.2,1.2,
3247,autimatic,Cloud9,13,330,53,1.26,1.2,
3247,shox,G2,5,115,14,1.18,1.19,
3247,suNny,MOUZ,7,184,26,1.21,1.18,
3247,ropz,MOUZ,7,184,30,1.28,1.16,
3247,Lekr0,fnatic,8,210,22,1.15,1.16,
3247,RUSH,Cloud9,13,330,34,1.17,1.15,
3247,NBK-,G2,5,115,17,1.23,1.15,
3247,Skadoodle,Cloud9,13,330,38,1.2,1.15,
3247,rain,FaZe,10,276,2,1.01,1.15,
3247,Stewie2K,Cloud9,13,330,21,1.09,1.14,
3247,flusha,fnatic,8,210,12,1.09,1.14,
3247,paz,Space Soldiers,5,140,15,1.17,1.13,
3247,electroNic,Natus Vincere,8,177,18,1.17,1.13,
3247,coldzera,SK,10,278,41,1.24,1.13,
3247,kennyS,G2,5,115,14,1.21,1.13,
3247,EliGE,Liquid,4,98,12,1.18,1.12,
3247,Edward,Natus Vincere,8,177,7,1.06,1.12,
3247,Twistzz,Liquid,4,98,8,1.12,1.12,
3247,bodyy,G2,5,115,5,1.07,1.11,
3247,AdreN,Gambit,5,129,3,1.03,1.11,
3247,MAJ3R,Space Soldiers,5,140,-6,0.94,1.09,
3247,Calyx,Space Soldiers,5,140,16,1.19,1.09,
3247,XANTARES,Space Soldiers,5,140,-6,0.94,1.08,
